host_id,host_name,city,state,zipcode,country,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,square_feet,price,availability_365,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_value
5099930,Thomas,New York,NY,10014,United States,40.73940948,-74.00495475,Apartment,Entire home/apt,2,1,0,1,Real Bed,,$180.00 ,120,6,83,9,10,8
6140480,Frank,New York,NY,10002,United States,40.71762757,-73.9908504,Apartment,Private room,1,1,1,1,Real Bed,,$75.00 ,358,0,,,,
9402213,Amanda,New York,NY,10003,United States,40.73137744,-73.98510663,Apartment,Entire home/apt,4,1,1,2,Real Bed,825,$200.00 ,8,1,100,8,10,10
22575587,Cesar,New York,NY,10036,United States,40.75931837,-73.99531339,Apartment,Entire home/apt,3,1.5,1,1,Real Bed,,$499.00 ,365,0,,,,
732535,William,New York,NY,10026,United States,40.80491424,-73.9486603,Bed & Breakfast,Private room,3,1,1,1,Real Bed,,$150.00 ,365,9,94,10,10,9
652999,K.D.,New York,NY,10001,United States,40.75367845,-73.99339787,Apartment,Entire home/apt,8,1.5,3,5,Real Bed,,$299.00 ,364,18,81,7,9,8
417504,Dana,Brooklyn,NY,11222,United States,40.73856942,-73.95435292,Apartment,Entire home/apt,4,1,,2,Real Bed,,$249.00 ,365,4,100,10,8,9
299015,Hayk,New York,NY,,United States,40.75297404,-73.96650603,Apartment,Entire home/apt,3,1,1,1,Real Bed,,$180.00 ,365,5,87,9,10,9
21740651,Nicholas,New York,NY,10003,United States,40.72698182,-73.99055898,Apartment,Private room,2,1,1,1,Real Bed,,$143.00 ,338,2,100,10,10,9
5336688,Lee.M,New York,NY,10013,United States,40.71498071,-73.99866171,Apartment,Private room,1,1,1,1,Real Bed,,$80.00 ,334,29,85,8,9,9
6770194,Jared,New York,NY,10002,United States,40.71128665,-73.98665918,Apartment,Entire home/apt,3,1,1,2,Real Bed,900,$110.00 ,342,43,99,9,9,9
4265028,Jordan,New York,NY,10003,United States,40.72847319,-73.99029309,Apartment,Private room,2,1,1,1,Futon,,$95.00 ,350,0,,,,
21411637,Jason,brooklyn,NY,11221,United States,40.69479506,-73.93275773,Apartment,Private room,4,1,1,4,Real Bed,,$80.00 ,365,4,80,10,9,9
3550417,Sam,New York,NY,10001,United States,40.75513233,-73.99782795,Apartment,Private room,5,1,1,2,Real Bed,,$300.00 ,365,0,,,,
3837349,Christopher,New York,NY,10019,United States,40.76570798,-73.99242984,Apartment,Entire home/apt,5,1,2,2,Real Bed,,$249.00 ,273,3,100,10,10,10
19921067,Manuel,New York,NY,10032,United States,40.83823554,-73.93871175,Apartment,Entire home/apt,4,1,1,2,Real Bed,,$100.00 ,249,0,,,,
21934258,Sonia,New York,NY,10029,United States,40.79008446,-73.94869839,Apartment,Entire home/apt,7,1,3,3,Real Bed,,$200.00 ,72,0,,,,
209460,Marylyn,Brooklyn,NY,11216,United States,40.67854654,-73.94949028,House,Entire home/apt,3,,1,1,Real Bed,,$80.00 ,358,73,92,9,8,9
13007003,Nicky,Brooklyn,NY,11222,United States,40.72303568,-73.94713537,House,Private room,2,1.5,1,1,Real Bed,,$50.00 ,19,0,,,,
521612,New,New York,NY,10010,United States,40.73928683,-73.98132376,Apartment,Entire home/apt,2,1,1,1,Real Bed,,$150.00 ,182,1,100,10,10,10
6122499,Marjorie,Queens,NY,11427,United States,40.73591373,-73.74606287,Apartment,Shared room,1,1,1,1,Real Bed,,$55.00 ,365,1,,,,
10672341,Emily,Brooklyn,NY,11225,United States,40.66876038,-73.95633167,Apartment,Private room,1,1,1,1,Real Bed,,$45.00 ,328,2,90,8,6,10
445273,April,Brooklyn,NY,11201,United States,40.69295586,-73.9826446,Apartment,Entire home/apt,4,1,1,1,Real Bed,,$200.00 ,239,30,94,9,10,9
7510,Tonya,New York,NY,10010,United States,40.74295889,-73.99081986,Apartment,Entire home/apt,6,1,1,3,Real Bed,500,$190.00 ,363,8,80,8,10,8
23034977,Aaron,New York,NY,10018,United States,40.75757056,-73.99519577,Apartment,Private room,1,1,1,1,Real Bed,,$99.00 ,42,0,,,,
10648460,Terrence,Bronx,NY,10452,United States,40.83113607,-73.93057846,Apartment,Private room,2,1,1,1,Real Bed,,$75.00 ,365,0,,,,
16588569,Clea,New York,NY,10033,United States,40.84755334,-73.93966942,Apartment,Entire home/apt,4,1,1,2,Real Bed,,$120.00 ,365,0,,,,
1515001,Paul,Brooklyn,NY,11216,United States,40.6751434,-73.9523814,Apartment,Private room,2,1,1,1,Futon,,$75.00 ,218,11,95,9,8,9
18595464,Adam,New York,NY,10003,United States,40.73462322,-73.98591889,Apartment,Private room,2,1,1,1,Real Bed,,$99.00 ,169,0,,,,
138069,Itamar,Brooklyn,NY,11237,United States,40.70818987,-73.92276793,Apartment,Entire home/apt,9,1,2,5,Real Bed,,$150.00 ,316,52,91,9,9,9
7286,James & Frank,New York,NY,10027,United States,40.81458114,-73.94584366,House,Private room,2,1,1,1,Real Bed,,$150.00 ,284,0,,,,
8794858,Songul,Brooklyn,NY,11222,United States,40.7214223,-73.94797387,Apartment,Entire home/apt,4,1,2,2,Real Bed,,$200.00 ,335,2,100,10,10,10
1549913,Sam,New York,NY,10026,United States,40.80478712,-73.94821093,Apartment,Entire home/apt,3,1,0,1,Real Bed,,$143.00 ,250,1,94,10,8,10
22282411,Brent,New York,NY,10022,United States,40.75494095,-73.96626114,Apartment,Private room,2,1,1,1,Real Bed,,$150.00 ,365,0,,,,
622855,Rodney,Brooklyn,NY,11233,United States,40.68569066,-73.9303776,House,Private room,2,1,1,1,Real Bed,,$99.00 ,365,3,93,9,5,9
1829132,Andrey,New York,NY,10036,United States,40.76436634,-73.99693036,Apartment,Entire home/apt,4,1,1,2,Real Bed,,$90.00 ,321,28,89,9,9,9
7831209,Gus,New York,NY,10035,United States,40.80668586,-73.93980227,House,Private room,2,3,1,1,Real Bed,,$45.00 ,365,5,75,6,7,8
3141665,Ashley,New York,NY,10033,United States,40.84897957,-73.93884002,Apartment,Entire home/apt,3,1,2,2,Real Bed,,$130.00 ,267,15,93,10,9,9
7551662,Melissa,Brooklyn,NY,11216,United States,40.67742698,-73.9428534,Apartment,Private room,1,1,1,1,Real Bed,,$85.00 ,365,1,100,10,10,10
11964495,Laura Marie,Brooklyn,NY,11225,United States,40.65961548,-73.96291604,Apartment,Entire home/apt,3,1,1,2,Real Bed,,$75.00 ,364,0,,,,
6040430,Mana,New York,NY,10003,United States,40.72858738,-73.98446785,Apartment,Private room,2,1,1,1,Real Bed,,$130.00 ,336,7,90,8,10,8
326647,Armando,Brooklyn,NY,11225,United States,40.66076601,-73.9483562,Apartment,Entire home/apt,2,1,0,1,Real Bed,,$85.00 ,151,2,100,10,10,10
4051004,Angela,New York,NY,10012,United States,40.72111234,-73.99592087,Apartment,Entire home/apt,2,1,1,1,Real Bed,,$150.00 ,131,27,99,10,10,10
19002518,Stephanie,New York,NY,10003,United States,40.73003097,-73.99065794,Apartment,Private room,4,1,1,1,Real Bed,,$275.00 ,365,0,,,,
8605,Dimitry,New York,NY,10035,United States,40.7968006,-73.93610686,Apartment,Entire home/apt,3,1,1,2,Real Bed,,$99.00 ,365,8,97,8,8,9
22254465,Frankie,New York,NY,10128,United States,40.77807425,-73.94527099,Apartment,Entire home/apt,2,1,0,1,Real Bed,,$200.00 ,365,2,80,6,9,7
9163660,Jade,Brooklyn,NY,11221,United States,40.69825853,-73.93211265,Apartment,Private room,1,1,1,1,Real Bed,,$65.00 ,365,0,,,,
10988228,Brendan,Brooklyn,NY,11222,United States,40.72304686,-73.95088899,Apartment,Entire home/apt,4,1,1,2,Real Bed,800,$131.00 ,3,23,97,10,10,10
1394917,Habib,New York,NY,10011,United States,40.74240968,-74.00516484,Apartment,Entire home/apt,4,1,1,2,Real Bed,,$289.00 ,365,8,90,9,10,9
4289898,Jonathan,New York,NY,10036,United States,40.76245671,-73.99119867,Apartment,Entire home/apt,2,1,1,1,Real Bed,,$200.00 ,122,0,,,,
257306,Sanja,New York,NY,10009,United States,40.72763215,-73.98349746,Apartment,Private room,2,1,1,1,Pull-out Sofa,,$105.00 ,351,7,94,9,10,9
24361330,Brian,New York,NY,10035,United States,40.80145498,-73.93854215,Apartment,Private room,2,1,1,1,Real Bed,,$60.00 ,7,0,,,,
11542535,Andrew,New York,NY,10016,United States,40.74295704,-73.98430961,Apartment,Entire home/apt,2,1,1,2,Real Bed,,$550.00 ,365,0,,,,
992259,Danny,New York,NY,10031,United States,40.82798613,-73.94616261,Apartment,Entire home/apt,2,1,,1,Real Bed,,$125.00 ,336,19,97,10,9,9
417504,Dana,Brooklyn,NY,11222,United States,40.73856639,-73.95298834,Apartment,Entire home/apt,4,1,,2,Real Bed,,$199.00 ,365,16,95,10,8,9
577199,Santa,Brooklyn,NY,11221,United States,40.68768403,-73.92593977,Apartment,Shared room,5,2,1,5,Real Bed,,$30.00 ,360,15,81,8,8,8
4955906,Jane,New York,NY,10014,United States,40.73539045,-74.00399927,Apartment,Entire home/apt,2,1,1,1,Real Bed,,$185.00 ,317,3,100,10,10,10
19242309,Tina,Brooklyn,NY,11221,United States,40.68744405,-73.93812282,Apartment,Private room,2,1,1,1,Pull-out Sofa,,$60.00 ,363,12,93,10,8,10
3666301,Tess,Brooklyn,NY,11237,United States,40.70184577,-73.91717733,Apartment,Entire home/apt,2,1,1,1,Real Bed,,$86.00 ,0,0,,,,
1030955,Sam,New York,NY,10033,United States,40.84992449,-73.93766118,Apartment,Private room,2,1,1,1,Pull-out Sofa,,$65.00 ,364,0,,,,
490112,Laura,Brooklyn,NY,11222,United States,40.72764227,-73.95349356,Apartment,Entire home/apt,2,1,0,1,Real Bed,,$130.00 ,27,4,95,10,10,10
339586,Oswaldo,Staten Island,NY,10301,United States,40.64444331,-74.08301555,House,Entire home/apt,5,2,3,3,Real Bed,,$200.00 ,87,0,,,,
15310896,Christy,Brooklyn,NY,11216,United States,40.68425598,-73.95053671,Apartment,Entire home/apt,4,1,1,2,Real Bed,,$100.00 ,321,29,97,10,8,10
854567,Oketo,"Brookly,",NY,11221,United States,40.68842977,-73.91577295,Apartment,Private room,1,2,1,1,Airbed,,$40.00 ,0,0,,,,
13478871,Yoni,New York,NY,10031,United States,40.82302141,-73.95116366,Apartment,Entire home/apt,4,1,1,2,Real Bed,,$110.00 ,294,7,84,9,7,9
5575909,Vitaly,New York,NY,10011,United States,40.73781989,-73.99472916,Apartment,Entire home/apt,3,1,0,2,Real Bed,,$200.00 ,311,2,100,8,10,8
84080,Latasha,New York,NY,10027,United States,40.80789883,-73.95144066,Apartment,Private room,7,1,1,2,Real Bed,,$130.00 ,365,62,90,9,9,9
11544046,James,New York,NY,10010,United States,40.7354282,-73.97616015,Apartment,Entire home/apt,10,2,3,2,Real Bed,,"$1,200.00 ",319,0,,,,
2436007,Scott,New York,NY,10026,United States,40.80027618,-73.95444497,Apartment,Entire home/apt,4,1,1,3,Real Bed,,$149.00 ,346,6,90,6,8,8
15343769,Jennifer,New York,NY,10003,United States,40.72675414,-73.98682424,Apartment,Entire home/apt,4,1,1,2,Real Bed,,$170.00 ,2,3,93,9,9,9
7359316,Adam,New York,NY,10019,United States,40.76799501,-73.98893866,Apartment,Private room,2,1,1,1,Real Bed,,$150.00 ,288,28,92,9,9,9
417504,Dana,Brooklyn,NY,11222,United States,40.73661234,-73.95479345,Apartment,Entire home/apt,4,1,,2,Real Bed,,$199.00 ,345,11,100,10,9,10
577199,Santa,Brooklyn,NY,11221,United States,40.68862995,-73.92824362,House,Shared room,5,2,1,5,Real Bed,,$30.00 ,334,11,89,9,8,9
10259151,Fiori,New York,NY,10027,United States,40.80747334,-73.94400861,Apartment,Entire home/apt,3,1,1,1,Real Bed,,$200.00 ,357,0,,,,
8309060,Yulia,New York,NY,10001,United States,40.74827712,-73.98849039,Apartment,Entire home/apt,2,1,0,1,Real Bed,,$130.00 ,325,21,86,9,9,9
731643,Katherine,New York,NY,10039,United States,40.82580084,-73.93815705,Apartment,Entire home/apt,2,1,1,1,Real Bed,,$99.00 ,5,3,87,10,7,9
18803686,Eli,New York,NY,10014,United States,40.73635246,-74.00686567,House,Entire home/apt,7,2,3,3,Real Bed,,$400.00 ,363,14,94,10,10,10
688367,Malika,Brooklyn,NY,11205,United States,40.68995655,-73.97387946,Apartment,Entire home/apt,2,1,1,1,Real Bed,,$200.00 ,85,1,100,8,10,8
16299045,Anna,Brooklyn,NY,11206,United States,40.69807795,-73.93707812,House,Private room,2,2,1,2,Real Bed,,$59.00 ,221,4,90,9,7,10
9743682,Othaniel,Bronx,NY,10466,United States,40.89051239,-73.85983085,Apartment,Entire home/apt,2,1,0,1,Real Bed,,$33.00 ,92,0,,,,
2251364,Alexandra,New York,NY,10036,United States,40.75846525,-73.99431918,Apartment,Private room,2,1,1,1,Real Bed,,$149.00 ,7,4,100,8,9,8
2844616,Talia,New York,NY,10029,United States,40.79250842,-73.94187706,Apartment,Entire home/apt,2,1,0,1,Real Bed,,$99.00 ,283,50,88,8,7,9
1217923,Kevin,Brooklyn,NY,11216,United States,40.68115132,-73.9550142,Apartment,Entire home/apt,12,,4,6,Real Bed,,$149.00 ,365,9,80,7,7,8
16299045,Anna,Brooklyn,NY,11206,United States,40.69928948,-73.93916984,House,Private room,2,2,1,1,Real Bed,,$70.00 ,313,17,78,9,7,8
922922,Karen,Brooklyn,NY,11238,United States,40.6751279,-73.96638556,Apartment,Entire home/apt,4,1,2,2,Real Bed,1000,$165.00 ,224,4,100,10,10,10
315401,Jaime,Brooklyn,NY,11216,United States,40.68472587,-73.94983248,Apartment,Private room,2,1,1,1,Real Bed,,$75.00 ,360,69,94,9,8,9
11110128,CoCo,New York,NY,10012,United States,40.72294137,-74.00398252,Apartment,Entire home/apt,3,1,0,1,Real Bed,,$150.00 ,60,5,100,10,10,9
19585203,Franny & Zooey,Brooklyn,NY,11238,United States,40.67106135,-73.95910152,Apartment,Private room,2,1,1,1,Real Bed,,$75.00 ,308,0,,,,
12488397,Rommy,Brooklyn,NY,11238,United States,40.68036167,-73.96275696,Apartment,Private room,1,1,1,1,Real Bed,,$110.00 ,365,0,,,,
2071579,Peter,New York,NY,10014,United States,40.7390254,-74.00435161,Apartment,Entire home/apt,2,1,1,1,Real Bed,,$249.00 ,365,46,97,9,10,9
4243073,Sophia,New York,NY,10009,United States,40.73124691,-73.98314616,Apartment,Entire home/apt,2,1,1,1,Real Bed,,$220.00 ,196,6,100,9,10,10
11664025,Heather,Brooklyn,NY,11237,United States,40.70414491,-73.92279347,Apartment,Private room,1,1,1,1,Real Bed,,$70.00 ,316,0,,,,
347642,Pam & Jullien,Brooklyn,NY,11233,United States,40.68083765,-73.92803685,Apartment,Entire home/apt,6,1,2,3,Real Bed,,$189.00 ,363,23,93,10,8,9
20670026,Monifa & Saint,Brooklyn,NY,11216,United States,40.68084144,-73.94778851,Apartment,Entire home/apt,4,1,1,2,Real Bed,,$100.00 ,365,14,91,10,8,9
3310189,Michel,Brooklyn,NY,11216,United States,40.67994996,-73.94820022,Bed & Breakfast,Private room,1,,1,1,Real Bed,,$80.00 ,365,3,89,9,9,9
2562281,Alisha,New York,NY,10027,United States,40.81059402,-73.95650175,Apartment,Private room,2,1,1,1,Real Bed,,$100.00 ,351,6,100,10,10,10
20219201,Patricia,Brooklyn,NY,11216,United States,40.68237015,-73.9536082,Dorm,Shared room,1,3,1,1,Real Bed,,$45.00 ,365,0,,,,
3042636,Patricia,New York,NY,10006,United States,40.70880542,-74.01522375,Apartment,Entire home/apt,2,1,1,1,Real Bed,,$177.00 ,13,0,,,,
1734277,Yasha,New York,NY,10003,United States,40.73060848,-73.99020777,Apartment,Entire home/apt,4,1,1,2,Real Bed,,$265.00 ,365,2,84,7,10,8
3371222,Ylva,New York,NY,10031,United States,40.82515241,-73.95134113,Apartment,Private room,2,1,1,1,Pull-out Sofa,,$85.00 ,307,0,,,,
4419693,Aldo,New York,NY,10016,United States,40.74392555,-73.97496611,Apartment,Entire home/apt,2,1,1,1,Real Bed,,$180.00 ,0,6,100,10,9,10
14638385,Lucas,New York,NY,10006,United States,40.71014141,-74.01175559,Apartment,Private room,1,1,1,1,Real Bed,,$130.00 ,365,1,,,,
117028,Veronica,New York,NY,10017,United States,40.75161361,-73.97211711,Apartment,Entire home/apt,4,,1,2,Real Bed,,$259.00 ,359,50,91,9,9,9
2079536,John,New York,NY,10038,United States,40.71167457,-74.00742695,Apartment,Entire home/apt,2,1,0,1,Real Bed,,$160.00 ,20,0,,,,
15099270,Baghdad,New York,NY,10027,United States,40.81149386,-73.95988627,Apartment,Private room,1,1,1,1,Real Bed,,$59.00 ,218,0,,,,
1404534,Noga,New York,NY,10036,United States,40.75778848,-73.98557573,Apartment,Entire home/apt,4,1,3,3,Real Bed,,$450.00 ,359,18,87,9,10,8
23289008,Pauline,Springfield Gardens,NY,11413,United States,40.6649339,-73.74704736,House,Private room,3,1,1,1,Real Bed,,$55.00 ,365,0,,,,
23394881,Clerol,Brooklyn,NY,11208,United States,40.66562654,-73.87563871,House,Entire home/apt,2,1,2,2,Real Bed,,$250.00 ,365,0,,,,
518931,Amal,New York,NY,10026,United States,40.80342092,-73.94692244,Apartment,Private room,3,1,1,2,Real Bed,750,$150.00 ,345,2,80,10,9,10
731350,Vanessa,Brooklyn,NY,11225,United States,40.66933992,-73.95844813,Apartment,Entire home/apt,2,1,1,1,Real Bed,,$50.00 ,169,1,60,10,6,8
2738951,Marshall,New York,NY,10022,United States,40.75693532,-73.96508183,Apartment,Entire home/apt,3,1,1,1,Real Bed,,$190.00 ,365,30,90,8,10,9
15418074,Laura,New York,NY,10027,United States,40.81807798,-73.953104,Apartment,Private room,2,1,1,1,Real Bed,,$60.00 ,359,24,85,9,8,9
22861810,Bz,New York,NY,10029,United States,40.79248409,-73.94688597,Apartment,Private room,3,1,1,2,Real Bed,,$99.00 ,336,0,,,,
1467105,Pablo,New York,NY,10027,United States,40.80919639,-73.95902893,Apartment,Entire home/apt,3,1,1,1,Real Bed,,$160.00 ,357,0,,,,
1163315,Craig Muse,New York,NY,10032,United States,40.83669237,-73.94260789,Apartment,Entire home/apt,4,1,0,2,Real Bed,,$80.00 ,82,15,96,10,9,9
4363775,O.,Brooklyn,NY,11222,United States,40.73184275,-73.95802182,Apartment,Private room,1,1,1,1,Real Bed,269,$65.00 ,189,0,,,,
16947317,Julia,New York,NY,10031,United States,40.82848703,-73.94727008,Apartment,Entire home/apt,5,1,1,3,Real Bed,,$155.00 ,365,7,100,10,10,10
24519719,Mathias,New York,NY,10014,United States,40.73865536,-74.00299244,Apartment,Entire home/apt,2,1,1,1,Real Bed,,$220.00 ,154,0,,,,
9614926,Fillip,Brooklyn,NY,11207,United States,40.68417026,-73.90811696,Apartment,Private room,2,1.5,1,1,Real Bed,,$100.00 ,365,1,60,4,2,2
8285098,Francis,New York,NY,10031,United States,40.83183648,-73.94994972,Apartment,Private room,1,1,1,1,Real Bed,,$75.00 ,365,0,,,,
5960476,Claudia,New York,NY,10010,United States,40.73760084,-73.98831521,Apartment,Entire home/apt,2,1,1,1,Real Bed,,$215.00 ,360,15,94,10,10,10
2646304,Gail,Brooklyn,NY,11237,United States,40.70083467,-73.92494898,Apartment,Private room,2,1,1,1,Real Bed,,$60.00 ,246,18,87,7,8,9
9510645,Rylan,Brooklyn,NY,11237,United States,40.70398982,-73.92812759,Apartment,Private room,2,1,1,1,Real Bed,,$80.00 ,363,19,96,10,9,9
137068,Maria,New York,NY,10010,United States,40.73253926,-73.97485807,Apartment,Private room,1,1,1,1,Real Bed,,$100.00 ,344,2,98,10,10,9
2527525,Norma,New York,NY,10032,United States,40.83173036,-73.94194768,Apartment,Entire home/apt,3,1,2,2,Real Bed,,$135.00 ,0,26,95,10,8,9
820300,Florence,New York,NY,10027,United States,40.81398814,-73.95916197,Apartment,Private room,1,2,1,1,Real Bed,,$100.00 ,186,0,,,,
745069,Kimberly,New York,NY,10030,United States,40.82425587,-73.94630397,Apartment,Private room,1,,1,1,Real Bed,,$78.00 ,365,30,88,8,8,9
6828085,Ricardo,New York,NY,10014,United States,40.73622081,-74.00147185,Apartment,Shared room,1,1,1,1,Couch,,$125.00 ,365,2,100,10,10,10
217638,Patricia,Brooklyn,NY,11231,United States,40.68843622,-73.99691512,Apartment,Entire home/apt,3,1,1,2,Real Bed,,$150.00 ,4,22,96,10,10,10
2300343,Dafna,Brooklyn,NY,11205,United States,40.69430657,-73.97169214,Apartment,Private room,2,1,1,1,Real Bed,,$70.00 ,0,3,100,10,9,10
322716,Alex,Brooklyn,NY,11216,United States,40.67248213,-73.95050509,House,Shared room,1,1,1,1,Real Bed,,$25.00 ,312,12,91,9,9,9
3967335,Molly,Brooklyn,NY,11222,United States,40.72526583,-73.95015712,Apartment,Entire home/apt,5,1,2,2,Real Bed,,$195.00 ,336,1,100,10,10,10
11888010,Brownstone,New York,NY,10031,United States,40.82351032,-73.94728944,Apartment,Entire home/apt,4,1,0,2,Real Bed,,$115.00 ,361,0,,,,
17208720,Miranda,Brooklyn,NY,11221,United States,40.69046001,-73.91612912,Apartment,Private room,2,1,1,1,Real Bed,,$60.00 ,360,13,92,9,9,9
3464208,Vjeko,New York,NY,10031,United States,40.82275387,-73.95573784,Apartment,Private room,3,1,1,2,Real Bed,,$95.00 ,335,0,,,,
17721017,Charles,New York,NY,10010,United States,40.74082543,-73.99030134,Loft,Entire home/apt,8,2,3,4,Real Bed,,$675.00 ,336,2,70,8,8,7
925705,Fernando,New York,NY,10014,United States,40.73248921,-74.00257759,Apartment,Entire home/apt,3,1,1,2,Real Bed,400,$220.00 ,99,3,80,9,10,9
3558763,Catie,New York,NY,10004,United States,40.70529977,-74.01349497,Apartment,Entire home/apt,4,1,2,2,Real Bed,,$175.00 ,357,3,93,9,9,10
24661086,Jb,Brooklyn,NY,11222,United States,40.73111897,-73.95073498,Apartment,Private room,1,2,1,1,Real Bed,,$60.00 ,143,0,,,,
23289008,Pauline,Springfield Gardens,NY,11413,United States,40.66438433,-73.74572471,House,Private room,3,1,1,1,Real Bed,,$65.00 ,365,0,,,,
16685925,Douglas,New York,NY,10031,United States,40.83088655,-73.94124511,Apartment,Private room,2,1,1,1,Real Bed,,$80.00 ,47,0,,,,
16319729,Tim,New York,NY,10012,United States,40.72652121,-74.00266187,Apartment,Entire home/apt,2,1,1,1,Real Bed,,$199.00 ,188,0,,,,
24447561,Jo,New York,NY,10038,United States,40.70774062,-74.0073269,Apartment,Entire home/apt,4,1,1,3,Real Bed,,$115.00 ,365,0,,,,
13920029,Linda,New York,NY,10013,United States,40.72117099,-74.01158145,Apartment,Entire home/apt,6,2,2,2,Real Bed,,$900.00 ,361,3,100,10,10,10
21021052,Francis,New York,NY,10040,United States,40.86104346,-73.92747777,Apartment,Private room,4,1,1,2,Real Bed,,$57.00 ,273,13,94,9,9,10
6735801,Paula,Brooklyn,NY,11225,United States,40.66070973,-73.96379154,Apartment,Entire home/apt,1,1,1,1,Real Bed,,$65.00 ,15,4,90,10,9,10
14457448,Sheena,New York,NY,10036,United States,40.76021058,-73.99577009,Apartment,Private room,3,1,1,1,Real Bed,,$95.00 ,365,0,,,,
9720611,Blanca,New York,NY,10005,United States,40.70553752,-74.00927967,Apartment,Entire home/apt,4,1,0,2,Real Bed,,$260.00 ,78,0,,,,
2313878,Matan Matthew,New York,NY,10014,United States,40.73390483,-74.00664032,Apartment,Private room,2,1,1,1,Real Bed,,$79.00 ,358,0,,,,
20522077,Steven,New York,NY,10030,United States,40.81555661,-73.9452633,Apartment,Entire home/apt,6,1,2,3,Real Bed,,$99.00 ,357,4,90,10,8,9
17290205,Claudia,Brooklyn,NY,11238,United States,40.67299273,-73.9641507,Apartment,Private room,2,1,1,1,Real Bed,,$70.00 ,99,23,99,10,9,10
390844,Leigh,New York,NY,10013,United States,40.7264627,-74.00375255,Apartment,Private room,2,1,1,1,Real Bed,,$109.00 ,316,3,80,7,9,8
22627449,Nolita,New York,NY,10012,United States,40.72009608,-73.99532299,Apartment,Entire home/apt,4,1,1,3,Real Bed,,$245.00 ,120,10,92,10,10,10
13664970,Tim,Brooklyn,NY,11222,United States,40.73130418,-73.95831769,Apartment,Entire home/apt,5,1.5,3,2,Real Bed,,$350.00 ,254,0,,,,
71753,Adeline,New York,NY,10026,United States,40.80428841,-73.95638868,Apartment,Entire home/apt,4,1.5,2,3,Real Bed,950,$300.00 ,43,1,100,10,10,10
20491845,Danielle,Brooklyn,NY,11201,United States,40.6892373,-73.98744309,Apartment,Entire home/apt,2,1,1,1,Real Bed,,$180.00 ,338,2,100,10,10,10
2860131,Kodi,Brooklyn,NY,11237,United States,40.69879292,-73.92394496,Loft,Private room,1,1,1,1,Real Bed,,$45.00 ,331,6,100,9,9,9
16707740,Jess,New York,NY,10022,United States,40.76004275,-73.96232937,Apartment,Private room,1,1,1,1,Real Bed,,$150.00 ,365,2,100,10,10,10
10910739,Leia,Brooklyn,NY,11237,United States,40.70238677,-73.92732477,Apartment,Private room,2,1.5,1,1,Real Bed,,$60.00 ,30,15,85,7,9,9
209460,Marylyn,Brooklyn,NY,11216,United States,40.6804788,-73.94910814,Apartment,Entire home/apt,4,1,1,1,Pull-out Sofa,,$90.00 ,362,60,88,9,8,9
3515868,Cassandra,Brooklyn,NY,11237,United States,40.70161981,-73.93117006,Apartment,Private room,2,1,1,1,Real Bed,,$75.00 ,350,6,100,10,9,10
289653,Harrison,New York,NY,10013,United States,40.71947312,-74.00372212,Apartment,Entire home/apt,6,1,3,3,Real Bed,2000,$600.00 ,363,12,86,7,9,8
5369757,Leah,New York,NY,10012,United States,40.72568745,-74.00330909,Apartment,Private room,1,1,1,1,Real Bed,,$175.00 ,365,7,97,10,10,9
6428443,Gilberto,Staten Island,NY,10301,United States,40.6458921,-74.08366672,House,Private room,2,1,1,1,Real Bed,,$68.00 ,365,0,,,,
817342,Chelsea & Eric,Brooklyn,NY,11238,United States,40.67404407,-73.96476978,Apartment,Entire home/apt,4,1,1,2,Real Bed,,$190.00 ,93,4,90,10,9,9
980277,Deb,Brooklyn,NY,11225,United States,40.65980389,-73.9517309,Apartment,Entire home/apt,4,1,1,3,Real Bed,,$125.00 ,365,4,80,8,7,8
1523745,Muhammad,Brooklyn,NY,11207,United States,40.68303626,-73.90825584,Apartment,Private room,2,1,1,1,Real Bed,,$55.00 ,18,0,,,,
11366961,Gabriel,New York,NY,10010,United States,40.73587972,-73.98251944,Apartment,Entire home/apt,4,1,2,2,Real Bed,,$650.00 ,326,0,,,,
7440744,Jenny,New York,NY,10014,United States,40.73409148,-74.00520462,Apartment,Entire home/apt,2,1,1,1,Real Bed,,$250.00 ,355,19,94,9,10,9
9410459,Suzanne,Brooklyn,NY,11235,United States,40.57433265,-73.96941439,House,Private room,3,1,1,2,Real Bed,,$75.00 ,365,1,,,,
23935018,Marlon,Brooklyn,NY,11216,United States,40.68175034,-73.95416848,Apartment,Private room,2,2,1,1,Real Bed,,$65.00 ,27,0,,,,
3317183,Claire,Brooklyn,NY,11216,United States,40.68773325,-73.95630782,House,Entire home/apt,7,1,2,7,Real Bed,,$90.00 ,338,32,90,9,8,9
15475768,Cory,New York,NY,10005,United States,40.70665275,-74.01034062,Apartment,Entire home/apt,3,1,0,1,Real Bed,,$150.00 ,8,0,,,,
8925000,Martin,Queens,NY,11385,United States,40.71376935,-73.91117623,Apartment,Entire home/apt,2,1,1,1,Real Bed,,$55.00 ,1,0,,,,
7838596,Lucinda,New York,NY,10012,United States,40.72167656,-73.9974356,Apartment,Entire home/apt,6,1,3,3,Real Bed,,$550.00 ,365,2,97,10,10,10
18985542,Emily,Brooklyn,NY,11238,United States,40.67509585,-73.96280105,Apartment,Private room,2,1,1,1,Real Bed,,$80.00 ,134,0,,,,
